"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"100218532010478_ereg_231",0.251,0.437,0.625,0.92,0.357,0.716,0,0,0
"100218685010661_ereg_222",0.175,0.247,0.22,0.399,0.776,0.256,0,0,0
"100218793010661_ereg_222",0.275,0.182,0.08,0.23,0.136,0.097,0,0,0
"100218898010478_ereg_221",0.915,0.773,0.757,0.367,0.323,0.803,0.419,0,0.419
"100219007010478_ereg_M221",0.952,1.126,0.81,0.571,0.495,0.557,0.259,0,0.259
"100219065010661_ereg_222",0.806,0.786,0.286,0.717,0.252,0.442,0,0,0
"100219115010478_ereg_M221",1.112,1.084,1.282,0.681,0.449,0.671,0.447,0,0.447
"100219373010478_ereg_M221",0.572,0.529,0.223,0.303,0.15,0.323,0,0,0
"100219456010478_ereg_M221",0.124,0.386,0.873,0.783,0.141,0.714,0.495,0,0.495
"100219641010478_ereg_M221",0.835,0.837,0.662,0.605,0.348,0.729,0.417,0,0.417
"100219690010661_ereg_222",0.292,0.182,0.416,0.984,0.508,0.744,0,0,0
"100220055010478_ereg_231",0.468,0.654,1.025,0.937,0.251,0.378,0,0,0
"100220216010661_ereg_212",0.765,0.781,0.319,0.655,0.246,0.51,0,0,0
"100220451010478_ereg_231",1.03,0.779,1.224,0.782,0.351,1.336,0.454,0,0.454
"100220996010661_ereg_212",0.53,0.8,0.566,0.734,0.752,1.078,0.45,0,0.45
"100221236010661_ereg_212",0.44,0.573,0.613,0.385,0.506,0.492,0.201,0,0.201
"100221310010478_ereg_M221",0.341,0.366,0.264,0.23,0.155,0.38,0.084,0,0.084
"100221332010661_ereg_212",0.055,0.231,0.205,0.2,0.428,0.116,0,0,0
"100221415010661_ereg_212",0.233,0.547,0.474,0.432,0.333,0.738,0.425,0,0.425
"100221422010478_ereg_M221",0.706,1.01,0.756,0.491,0.265,0.528,0.364,0,0.364
"100221538010478_ereg_M221",1.19,0.601,0.603,0.573,0.32,0.617,0,0,0
"100221573010661_ereg_212",0.521,0.504,0.347,0.835,0.494,0.771,0.388,0,0.388
"100221620010478_ereg_M221",1.057,0.618,0.5,0.353,0.292,0.547,0,0,0
"100221710010661_ereg_212",0.711,0.945,0.649,0.894,0.723,0.844,0.45,0,0.45
"100221846010478_ereg_M221",0.173,0.623,0.666,0.274,1.327,0.277,0,0,0
"100221948010478_ereg_M221",0.944,0.703,0.475,0.493,0.26,0.532,0,0,0
"100221974010661_ereg_212",0.335,0.234,1.161,0.298,0.285,0.223,0.072,0,0.072
"100222029010478_ereg_M221",0.998,0.861,0.494,0.757,0.371,0.872,0.448,0,0.448
"100222034010661_ereg_212",0.583,0.773,0.408,0.845,0.501,0.852,0.491,0,0.491
"100222081010478_ereg_M221",1.359,0.964,0.742,0.555,0.972,0.406,0,0,0
"100222376010478_ereg_232",0.834,0.738,1.116,0.934,0.291,0.831,0.499,0,0.499
"100222444010661_ereg_212",0.635,0.69,0.309,0.676,0.442,0.475,0.49,0,0.49
"100222694010478_ereg_231",0.791,1.216,0.531,0.518,0.248,0.389,0.225,0,0.225
"100222731010661_ereg_212",0.389,0.498,0.434,0.768,0.742,0.716,0.424,0,0.424
"100222818010478_ereg_231",1.044,1.348,0.564,0.735,0.324,0.606,0.493,0,0.493
"100222858010661_ereg_212",0.482,0.941,0.208,0.826,0.806,0.537,0.329,0,0.329
"100223020010478_ereg_M221",1.049,0.818,0.344,0.535,1.235,0.331,0,0,0
"100223095010661_ereg_212",0.575,0.797,0.385,0.822,1.031,1.146,0.448,0,0.448
"100223216010478_ereg_M221",1,0.663,0.485,0.264,0.891,0.739,0,0,0
"100223266010478_ereg_M221",0.957,0.992,0.877,0.631,0.528,0.425,0.199,0,0.199
"100223516010661_ereg_212",0.775,0.521,0.104,0.621,0.51,0.016,0,0,0
"100223716010478_ereg_232",0.222,0.259,0.3,0.553,0.313,0.242,0,0,0
"100224051010478_ereg_232",0.822,0.56,0.227,0.172,0.216,0.221,0,0,0
"100224119010478_ereg_231",1.041,0.99,0.911,0.678,0.305,0.791,0.319,0,0.319
"100224208010478_ereg_231",0.934,0.915,1.036,0.938,0.218,1.013,0.475,0,0.475
"100224371010661_ereg_222",0.389,0.396,0.207,0.216,0.408,0.178,0,0,0
"100224578010661_ereg_222",1.356,0.989,0.607,0.388,0.706,0.352,0.116,0,0.116
"100224626010478_ereg_231",0.383,0.274,0.628,0.953,0.174,0.803,0.474,0,0.474
"100225046010661_ereg_222",0.255,0.127,0.059,0.058,0.215,0.148,0,0,0
"100225136010661_ereg_222",0.734,0.998,1.06,0.434,0.689,0.425,0.392,0,0.392
"100225146010478_ereg_232",0.166,0.094,0.407,0.274,0.193,0.217,0.194,0,0.194
"100225219010661_ereg_212",0.754,0.568,0.154,0.732,0.524,0.115,0,0,0
"100225529010478_ereg_M221",0.711,0.732,0.491,0.693,0.386,0.887,0.238,0,0.238
"100225624010661_ereg_212",0.322,0.232,0.118,0.654,0.78,0.537,0.269,0,0.269
"100225651010478_ereg_M221",0.165,0.311,0.318,0.469,1.031,0.115,0,0,0
"100225714010478_ereg_M221",1.042,0.467,0.636,0.529,0.482,0.637,0.329,0,0.329
"100225809010478_ereg_M221",1.063,0.705,0.626,0.35,0.411,0.515,0,0,0
"100226005010478_ereg_M221",0.73,0.694,0.284,0.368,0.4,0.244,0,0,0
"100226028010661_ereg_212",0.306,0.198,0.211,0.214,0.191,0.226,0,0,0
"100226097010478_ereg_M221",0.859,0.659,0.465,0.544,0.291,0.532,0,0,0
"100226204010661_ereg_212",0.199,0.099,0,0.351,0.671,0.109,0.172,0,0.172
"100226255010661_ereg_212",0,0,0,0,0,0,0,0,0
"100226422010478_ereg_M221",0.727,1.02,0.628,0.738,0.407,0.599,0.199,0,0.199
"100226638010478_ereg_M221",0.186,0.767,0.518,0.18,0.996,0.208,0,0,0
"100226815010478_ereg_M221",0.802,1.112,0.59,0.38,0.33,0.498,0,0,0
"100227132010478_ereg_M221",0.349,0.698,0.809,0.509,0.427,0.254,0,0,0
"100227372010478_ereg_232",0.809,1.198,0.707,0.493,0.184,0.355,0,0,0
"100227608010478_ereg_M221",1.157,0.678,0.502,0.574,0.898,0.402,0,0,0
"100227750010661_ereg_212",0.434,0.702,0.449,0.618,0.535,0.849,0.437,0,0.437
"100227964010661_ereg_212",0.538,0.53,0.584,0.385,0.53,0.5,0.145,0,0.145
"100228106010478_ereg_M221",1.162,0.435,0.632,0.566,0.391,0.712,0,0,0
"100228176010661_ereg_212",0.388,0.514,1.065,0.404,0.235,0.415,0.291,0,0.291
"100228216010478_ereg_M221",0.532,0.576,0.296,0.255,0.189,0.438,0.095,0,0.095
"100228358010478_ereg_M221",0.376,0.236,0.593,0.736,1.389,0.743,0.5,0,0.5
"100228393010478_ereg_M221",0.254,0.425,0.082,0.544,0.3,0.457,0,0,0
"100228461010478_ereg_M221",0.415,0.505,0.172,0.381,0.234,0.519,0.149,0,0.149
"100228530010478_ereg_M221",1.113,0.645,0.581,0.506,0.358,0.666,0.219,0,0.219
"100228544010661_ereg_212",0.544,0.363,0.185,0.353,0.429,0.659,0.184,0,0.184
"100228625010661_ereg_212",0.718,0.771,0.423,0.761,0.318,0.813,0.318,0,0.318
"100228720010478_ereg_232",0.203,0.198,0.403,0.093,0.111,0.205,0.226,0.226,0
"100228780010478_ereg_232",0.247,0.199,0.438,0.511,0.172,0.078,0,0,0
"100229134010661_ereg_212",0.687,0.816,1.241,0.749,1.289,0.485,0.481,0,0.481
"100229503010661_ereg_212",0.195,0.171,0.18,0.176,0.145,0.127,0,0,0
"100229957010478_ereg_232",0.33,0.119,0.596,0.148,0.134,0.471,0.144,0.144,0
"100229966010661_ereg_212",0.285,0.24,0.208,0.207,0.123,0.198,0,0,0
"100230164010478_ereg_232",0.214,0.196,1.459,0.588,0.295,0.589,0.487,0.069,0.486
"100230742010661_ereg_212",0.49,0.796,0.188,0.641,0.795,0.57,0.423,0,0.423
"100231386010661_ereg_222",0.647,0.458,0.15,0.532,1.449,0.187,0,0,0
"100231983010661_ereg_212",0.867,0.833,0.56,0.611,0.528,0.961,0.151,0,0.151
"100232355010661_ereg_212",0.575,0.688,1.292,0.71,0.436,1.199,0.491,0,0.491
"100232649010661_ereg_212",0.447,0.53,0.179,0.865,0.482,0.602,0.446,0,0.446
"100232690010661_ereg_212",0.691,0.593,0.228,0.505,0.47,0.558,0.091,0,0.091
"100232990010661_ereg_212",0.468,0.678,0.704,0.671,0.569,0.968,0.495,0,0.495
"100233123010661_ereg_212",0.234,0.582,1.41,0.39,0.239,0.666,0.313,0,0.313
"100233238010661_ereg_212",0.473,0.507,0.258,0.492,0.319,0.497,0.351,0,0.351
"100233576010661_ereg_212",0.25,0.59,0.599,0.592,1.11,0.408,0.195,0,0.195
"100233810010661_ereg_212",0.246,0.509,0.444,0.452,0.253,0.838,0.501,0,0.501
"100234477010661_ereg_212",0.32,0.313,0.394,0.37,0.363,1.109,0,0,0
"100234823010661_ereg_212",0.118,0.245,0.295,0.142,0.205,0.192,0,0,0
"100235062010661_ereg_212",0.361,0.44,0.742,0.423,0.255,0.585,0.479,0,0.479
"100235240010661_ereg_212",0.992,0.709,0.317,0.744,0.404,0.344,0.142,0,0.142
"100235417010661_ereg_212",1.175,0.87,1.248,0.889,0.512,0.867,0.487,0,0.487
"100235719010661_ereg_212",0.795,0.898,0.67,0.52,0.33,0.73,0.21,0,0.21
"100235922010661_ereg_212",0.732,0.338,0.538,0.235,0.321,0.671,0,0,0
"100236211010661_ereg_212",0.383,0.766,1.414,0.426,0.351,0.569,0.441,0,0.441
"100236269010661_ereg_212",0.736,0.908,0.699,0.894,0.571,1.101,0.486,0,0.486
"100236743010661_ereg_212",0.329,0.329,0.343,0.348,0.845,0.9,0.062,0,0.062
"100237093010661_ereg_212",0.188,0.22,0.258,0.154,0.298,0.499,0,0,0
"100237412010661_ereg_212",0.57,0.791,0.578,1.065,1.137,0.489,0.272,0,0.272
"100237733010661_ereg_212",0.612,0.697,0.797,0.776,0.427,1.265,0.49,0,0.49
"100237985010661_ereg_222",0.25,0.17,0.154,0.151,0.242,0.149,0,0,0
"100238229010661_ereg_222",0.236,0.509,0.448,0.748,0.852,0.341,0,0,0
"100238566010661_ereg_222",0.14,0.17,0.228,0.139,0.189,0.273,0,0,0
"100238689010661_ereg_212",0.831,0.813,0.887,0.713,0.405,0.574,0.341,0,0.341
"100239015010661_ereg_212",0.136,1.002,0.268,0.74,0.922,0.603,0,0,0
"100239130010661_ereg_212",0.156,0.517,0.251,0.414,0.555,0.677,0,0,0
"100239213010661_ereg_212",0.604,0.492,0.235,0.494,0.571,0.67,0.104,0,0.104
"100239295010661_ereg_212",0.471,0.705,0.489,0.679,0.529,0.78,0.484,0,0.484
"100239460010661_ereg_212",0.438,0.486,1.274,0.62,0.404,0.726,0.323,0,0.323
"100239591010661_ereg_212",0.556,0.537,1.502,0.741,0.587,0.568,0.492,0,0.492
"100239713010661_ereg_212",0.908,0.631,0.39,0.695,0.353,0.595,0.331,0,0.331
"100240187010661_ereg_212",0.056,1.076,0,0.811,0.768,0.169,0,0,0
"100240320010661_ereg_212",0.123,0.273,0.342,0.147,0.249,0.228,0,0,0
"100240432010661_ereg_212",0.628,0.69,0.562,0.755,0.491,0.86,0.499,0,0.499
"100241750010661_ereg_212",0.35,0.466,0.336,0.45,0.274,0.555,0.321,0,0.321
"100242050010661_ereg_212",0.808,0.59,0.279,0.861,1.303,1.231,0.42,0,0.42
"100242125010661_ereg_212",0.754,0.743,0.534,0.949,0.433,0.798,0.46,0,0.46
"100242375010661_ereg_212",0.754,0.764,0.479,0.769,0.504,0.806,0.407,0,0.407
"100242540010661_ereg_212",0.829,0.889,0.579,0.787,0.377,0.802,0.371,0,0.371
"100242676010661_ereg_212",0.416,0.497,1.452,0.333,0.202,0.547,0.329,0,0.329
"100243052010661_ereg_212",0.452,0.478,0.185,0.78,0.505,0.693,0.305,0,0.305
"100243176010661_ereg_212",0.386,0.599,0.31,0.559,0.363,0.638,0.404,0,0.404
"100243653010661_ereg_212",0,0,0,0,0,0,0,0,0
"100243866010661_ereg_212",0.161,0.072,0.246,0.19,0.284,0.72,0.022,0,0.022
"100243993010661_ereg_212",0.403,0.471,0.275,0.455,0.261,0.551,0.326,0,0.326
"100244185010661_ereg_212",0.212,0.519,0.631,0.272,0.475,0.168,0.06,0,0.06
"100244438010661_ereg_212",0.358,0.259,0.159,0.253,0.149,0.384,0.175,0,0.175
"100244700010661_ereg_212",0.363,0.339,0.256,0.31,0.281,0.166,0,0,0
"100244948010661_ereg_212",0.333,0.324,0.211,0.283,0.217,0.145,0,0,0
"100245024010661_ereg_212",0.609,0.301,0.173,0.514,0.748,0.456,0.21,0,0.21
"100246484010661_ereg_212",0.468,0.568,0.003,0.466,0.526,0.467,0.501,0,0.501
"100246581010661_ereg_212",1.084,0.781,0.402,0.646,0.64,0.185,0,0,0
"100246880010661_ereg_212",0.892,0.461,0.261,0.019,1.081,0.314,0,0,0
"100246926010661_ereg_212",0.35,0.305,0.535,0.295,0.216,0.446,0.215,0,0.215
"100247129010661_ereg_212",0.615,0.07,0.145,0.147,0.047,0.469,0.049,0,0.049
"100247818010661_ereg_212",0.762,0.752,0.493,0.868,0.377,0.722,0.431,0,0.431
"100248018010661_ereg_212",0.744,0.706,0.313,0.665,0.373,0.662,0.323,0,0.323
"100248810010661_ereg_212",0.931,0.821,0.59,0.543,0.54,0.286,0.113,0,0.113
"100249358010661_ereg_212",0.227,0.199,0.095,0.427,0.232,0.448,0.161,0,0.161
"100249392010661_ereg_212",0.718,0.513,0.587,0.97,0.691,0.721,0.4,0,0.4
"100249534010661_ereg_212",0.651,0.6,0.581,0.402,0.446,0.31,0,0,0
"100249720010661_ereg_212",0.375,0.478,0.503,0.453,0.398,1.013,0.057,0,0.057
"100249813010661_ereg_212",0.497,0.527,0.389,0.53,0.491,0.904,0.326,0,0.326
"100250260010661_ereg_212",0.164,0.058,0.249,0.192,0.289,0.736,0,0,0
"100250341010661_ereg_212",0.592,0.762,0.521,0.53,0.523,0.675,0,0,0
"100250795010661_ereg_212",0.486,0.215,0.16,0.234,0.135,0.43,0.146,0,0.146
"100251190010661_ereg_212",0.692,0.691,0.322,0.655,0.578,1.007,0.372,0,0.372
"100251542010661_ereg_212",0.252,0.167,0.367,0.295,0.402,1.039,0,0,0
"100251625010661_ereg_212",0.123,0.525,1.374,0.262,0.113,0.306,0,0,0
"100252055010661_ereg_222",0.58,0.526,0.239,0.564,0.692,0.431,0.318,0,0.318
"100252179010661_ereg_222",0.495,0.405,0.222,0.473,0.481,0.491,0,0,0
"100254749010661_ereg_212",0.539,0.44,0.089,0.517,0.32,0.168,0,0,0
"100254893010661_ereg_222",0.116,0.103,0.156,0.246,0.508,0.15,0,0,0
"100254946010661_ereg_212",1.338,0.937,0.386,0.567,0.362,0.272,0,0,0
"100255250010661_ereg_212",0.643,0.747,0.236,0.637,0.521,0.48,0.107,0,0.107
"100255376010661_ereg_212",0.395,0.403,0.297,0.456,0.472,0.407,0.206,0,0.206
"100255509010661_ereg_212",0.394,0.495,0.42,0.476,0.489,0.687,0.358,0,0.358
"100255675010661_ereg_212",0.66,0.664,0.29,0.63,0.391,0.577,0.361,0,0.361
"100255889010661_ereg_212",0.383,0.54,0.199,0.421,0.523,0.439,0.281,0,0.281
"100256201010661_ereg_212",0.349,0.393,0.348,0.367,0.767,0.331,0.082,0,0.082
"100256613010661_ereg_212",0.721,0.322,0.337,0.599,1.135,0.614,0.095,0,0.095
"100256843010661_ereg_212",0.603,0.472,0.514,0.434,0.778,0.511,0,0,0
"100256961010661_ereg_212",0.496,0.511,0.23,0.499,0.328,0.366,0.364,0,0.364
"100257301010661_ereg_212",0.468,0.617,0.372,0.561,0.469,0.772,0.384,0,0.384
"100257461010661_ereg_212",0.321,0.418,0.157,0.495,0.419,0.862,0.388,0,0.388
"100258050010661_ereg_222",0.805,0.488,0.324,0.433,0.586,0.408,0,0,0
"100258139010661_ereg_212",0.735,0.563,0.092,0.753,0.38,0.174,0,0,0
"100258476010661_ereg_212",0.709,0.804,0.612,0.496,1.105,0.975,0,0,0
"100258866010661_ereg_222",0.356,0.723,0.371,0.675,1.041,0.456,0,0,0
"100259490010661_ereg_212",0.614,0.642,0.332,0.67,0.406,0.724,0.478,0,0.478
"100259881010661_ereg_212",0.258,0.19,0.114,0.195,0.153,0.294,0.126,0,0.126
"100260549010661_ereg_212",0.027,0.513,0,0.387,0.366,0.081,0,0,0
"100261016010661_ereg_212",0.446,0.539,0.251,0.518,0.34,0.402,0.378,0,0.378
"100261107010661_ereg_212",0,0,0,0,0,0,0,0,0
"100261598010661_ereg_212",0.188,0.835,0.408,0.671,0.666,0.434,0.208,0,0.208
"100261701010661_ereg_212",0.747,0.564,0.146,0.79,0.506,0.382,0.191,0,0.191
"100261809010661_ereg_212",0.908,0.812,0.679,0.522,0.714,0.787,0,0,0
"100261926010661_ereg_212",0.544,0.614,0.278,0.596,0.392,0.406,0.435,0,0.435
"100262463010661_ereg_212",0.44,0.723,0.369,0.696,0.432,0.757,0.461,0,0.461
"100262657010661_ereg_212",0.469,0.584,0.336,0.587,0.25,0.639,0.427,0,0.427
"100263569010661_ereg_212",0.141,0.644,0.386,0.481,0.617,0.712,0,0,0
"100264011010661_ereg_222",0.362,0.197,0.09,0.202,0.309,0.233,0,0,0
"100264410010661_ereg_212",0.55,0.485,0.073,0.552,0.368,0.261,0,0,0
"100264644010661_ereg_212",0.975,0.559,0.227,0.517,0.353,0.213,0,0,0
"100264753010661_ereg_212",0.495,0.812,0.593,0.94,0.872,1.037,0.472,0,0.472
"100265023010661_ereg_212",0.659,0.699,0.482,0.704,0.637,0.48,0.202,0,0.202
"100265328010661_ereg_212",0.319,0.617,0.86,0.369,0.356,0.516,0.344,0,0.344
"100265512010661_ereg_212",0.426,0.453,0.267,0.431,0.365,0.564,0.278,0,0.278
"100265899010661_ereg_212",0.343,0.41,0.252,0.384,0.274,0.49,0.269,0,0.269
"100266097010661_ereg_212",0.662,0.693,0.317,0.71,0.443,0.729,0.499,0,0.499
"100266296010661_ereg_212",0.231,0.224,0.176,0.248,0.044,0.421,0,0,0
"100266677010661_ereg_212",0.141,0.162,0.137,0.157,0.134,0.152,0.069,0,0.069
"100266945010661_ereg_212",0.534,0.557,0.24,0.549,0.361,0.271,0.4,0,0.4
"100267213010661_ereg_212",0.315,0.329,0.142,0.324,0.213,0.16,0.236,0,0.236
"100268076010661_ereg_222",0.135,0.382,0.287,0.294,0.635,0.596,0,0,0
"100494586010478_ereg_231",0.897,0.605,1.17,0.723,0.263,0.478,0.502,0,0.502
"100495626010478_ereg_234",0,0,0,0,0,0,0,0,0
"100496212010478_ereg_231",0.136,0.204,0.223,0.202,0.181,0.072,0,0,0
"100496884010478_ereg_231",0.645,0.547,0.999,0.612,0.3,0.53,0.429,0,0.429
"100497953010478_ereg_231",0.834,0.762,0.382,0.338,0.64,0.271,0.119,0,0.119
"100503892010478_ereg_231",0.994,0.849,0.446,0.334,1.216,0.389,0,0,0
"100504841010478_ereg_231",0.116,0.179,0.186,0.18,0.141,0.035,0,0,0
"100505049010478_ereg_231",0.468,0.773,0.726,0.748,0.955,0.717,0,0,0
"100505121010478_ereg_231",1.226,0.752,0.906,0.462,0.511,1.132,0.29,0.229,0.188
"100506467010478_ereg_231",0.7,0.761,0.971,0.463,0.232,0.285,0,0,0
"100506595010478_ereg_231",0.366,0.464,0.566,0.497,0.734,0.167,0,0,0
"100506752010478_ereg_231",0.931,0.827,0.604,0.415,0.284,1.027,0,0,0
"100510900010478_ereg_231",0.782,0.682,0.756,0.371,0.201,0.332,0.254,0.058,0.248
"100511564010478_ereg_231",0.751,0.934,0.605,0.409,0.257,0.246,0,0,0
"100513856010478_ereg_231",0.185,0.322,1.328,0.635,0.479,0.578,0.369,0,0.369
"100514222010478_ereg_231",0.56,0.498,1.308,0.69,0.68,0.712,0.422,0,0.422
"100515695010478_ereg_231",0.827,0.746,0.321,0.125,0.218,0.199,0,0,0
"100516714010478_ereg_231",0.254,0.076,1.184,0.617,0.662,0.333,0.471,0,0.471
"100518507010478_ereg_231",0.933,0.717,0.822,0.811,1.056,0.529,0.399,0,0.399
"100518717010478_ereg_231",0.94,0.746,0.797,0.482,0.213,0.413,0.336,0,0.336
"100519221010478_ereg_231",0.898,0.751,0.666,0.518,0.427,0.403,0.363,0,0.363
"100519683010478_ereg_231",1.02,0.896,1.18,0.437,0.27,1.101,0.208,0.208,0
"100520411010478_ereg_231",0.765,0.62,1.011,0.72,0.323,0.737,0.492,0,0.492
"100522370010478_ereg_231",0.753,0.72,0.439,0.279,0.31,0.434,0.244,0,0.244
"100523155010478_ereg_231",0.865,0.832,0.746,0.626,0.575,1.264,0.246,0,0.246
"100523502010478_ereg_231",0.965,0.722,0.794,0.734,0.414,0.611,0.371,0,0.371
"100524435010478_ereg_231",0.673,0.749,0.671,0.407,0.22,0.547,0.271,0,0.271
"100524838010478_ereg_231",0.699,0.694,0.631,0.383,0.58,0.669,0.375,0,0.375
"100525484010478_ereg_231",0.802,0.72,0.399,0.25,0.495,0.49,0,0,0
"100527312010478_ereg_231",0.984,0.955,0.503,0.367,0.632,0.578,0.296,0,0.296
"100527410010478_ereg_231",0.779,0.57,0.405,0.469,0.743,0.449,0.277,0,0.277
"100527592010478_ereg_231",0.23,0.186,0.229,0.295,0.285,0.28,0,0,0
"100528181010478_ereg_231",0.835,0.939,0.892,0.634,0.382,0.55,0.377,0,0.377
"100529791010478_ereg_231",0.753,0.604,0.442,0.505,0.318,1.038,0,0,0
"100530004010478_ereg_231",0.505,0.555,0.648,0.437,0.505,0.355,0,0,0
"100532418010478_ereg_231",0.394,0.552,0.23,0.284,0.214,0.675,0,0,0
"100532680010478_ereg_231",0.593,0.452,0.821,0.637,0.63,0.391,0.397,0,0.397
"100533207010478_ereg_231",0.138,0.061,0.362,0.198,0.051,0.247,0.12,0,0.12
"100533745010478_ereg_231",0.872,0.641,0.706,0.737,0.482,0.687,0.496,0,0.496
"100533884010478_ereg_231",0.621,0.546,0.494,0.309,0.485,0.244,0.128,0,0.128
"100535881010478_ereg_231",0.813,0.845,0.452,0.556,0.647,0.57,0.498,0,0.498
"100536141010478_ereg_231",0.94,1.327,0.805,0.412,0.294,0.35,0,0,0
"100537236010478_ereg_231",0.789,0.868,1.157,0.598,0.816,0.756,0.514,0,0.514
"100540714010478_ereg_231",0.729,0.776,0.914,0.732,0.347,0.608,0.329,0,0.329
"100540863010478_ereg_231",0.808,0.734,0.308,0.133,0.223,0.215,0,0,0
"100541561010478_ereg_231",0.073,0.195,0.188,0.09,0.313,0.203,0,0,0
"100543469010478_ereg_231",0.719,0.797,0.688,0.778,1.459,0.631,0.337,0,0.337
"100545032010478_ereg_231",0.869,0.792,0.888,0.559,0.246,0.678,0.325,0.325,0
"100546206010478_ereg_231",0.079,0.02,0.003,0.182,0.246,0.234,0,0,0
"100546241010478_ereg_234",0.366,0.182,0.085,0.083,0.308,0.212,0,0,0
"100546588010478_ereg_231",0.852,0.754,0.53,0.381,0.736,1.141,0,0,0
"100547290010478_ereg_231",0.477,0.284,0.259,0.474,0.608,0.227,0,0,0
"100547456010478_ereg_231",0.543,0.902,0.86,0.481,0.721,0.321,0,0,0
"100548650010478_ereg_231",0.788,0.511,0.485,0.59,0.413,0.55,0.49,0,0.49
"100548788010478_ereg_231",0,0,0,0,0,0,0,0,0
"100549148010478_ereg_231",0.796,0.689,0.65,0.519,0.561,0.314,0.288,0,0.288
"100550513010478_ereg_231",0.851,0.831,0.49,0.096,0.11,0.425,0.224,0,0.224
"100550893010478_ereg_231",0.914,0.852,0.809,0.697,0.438,0.745,0.461,0,0.461
"100551295010478_ereg_231",0.957,0.953,0.745,0.611,0.747,0.484,0.346,0,0.346
"100555090010478_ereg_231",0.912,0.974,0.265,0.157,0.288,0.307,0,0,0
"100555188010478_ereg_231",0.765,0.606,1.087,0.754,0.45,0.543,0.489,0,0.489
"100555492010478_ereg_231",0.869,0.757,0.773,0.391,0.197,0.376,0.269,0,0.269
"100555615010478_ereg_231",0.52,0.603,0.758,0.277,0.358,0.545,0,0,0
"100557446010478_ereg_231",0.594,0.418,0.461,0.238,0.28,0.146,0,0,0
"100559021010478_ereg_231",0.258,0.224,0.293,0.12,0.509,0.669,0,0,0
"100560205010478_ereg_231",0.021,0.08,0.303,0.213,0.072,0.218,0.164,0,0.164
"100560279010478_ereg_231",0.781,0.343,0.931,0.833,0.39,0.62,0.446,0,0.446
"100560680010478_ereg_231",0.698,0.579,0.898,0.621,0.273,0.649,0.463,0,0.463
"100561831010478_ereg_231",0.119,0.086,0.387,0.267,0.079,0.313,0.191,0,0.191
"100562171010478_ereg_231",0.903,0.692,0.736,0.616,1.047,0.457,0.247,0,0.247
"100562589010478_ereg_231",0.671,0.59,0.574,0.283,0.32,1.342,0,0,0
"100562733010478_ereg_231",0.773,0.619,1.197,0.752,0.493,0.635,0.5,0,0.5
"100565105010478_ereg_231",0.367,0.154,0.521,0.142,0.29,0.488,0,0,0
"100565861010478_ereg_231",0.457,0.39,0.338,0.197,0.316,0.123,0,0,0
"100566284010478_ereg_231",0.752,0.832,0.231,0.336,0.418,0.061,0,0,0
"100566402010478_ereg_231",0.144,0.257,0.332,0.174,0.241,0.454,0.28,0,0.28
"100567472010478_ereg_231",0.622,0.673,0.233,0.379,0.3,0.158,0,0,0
"100569341010478_ereg_231",0.078,0.035,0.107,0.344,0.245,0.325,0,0,0
"100570961010478_ereg_231",0.837,0.667,0.939,0.734,0.193,0.493,0.452,0,0.452
"100572010010478_ereg_231",0.101,0.133,0.333,0.445,0,0.434,0.22,0,0.22
"100572713010478_ereg_231",0.299,0.475,0.592,0.3,0.13,0.866,0.463,0,0.463
"100572816010478_ereg_231",0.083,0.028,0.01,0.173,0.233,0.222,0,0,0
"100575829010478_ereg_231",0.912,0.808,0.453,0.5,0.348,0.719,0.425,0,0.425
"100575920010478_ereg_231",0.162,0.239,0.939,0.72,0.449,0.664,0.5,0,0.5
"100576635010478_ereg_231",0.82,0.747,1.322,0.632,0.466,0.766,0.5,0,0.5
"100577529010478_ereg_231",0.561,0.51,0.353,0.287,0.298,0.241,0,0,0
"100581353010478_ereg_232",0.579,0.416,0.629,0.762,1.462,0.42,0.281,0.124,0.257
"100582349010478_ereg_232",0.312,0.518,0.719,0.138,0.122,0.273,0.298,0.298,0
"100582823010478_ereg_232",0.729,0.433,0.87,0.623,0.259,0.456,0.394,0,0.394
"100583374010478_ereg_232",0.852,0.769,0.677,0.263,0.705,1.39,0,0,0
"100584194010478_ereg_232",0.502,0.441,0.513,0.574,0.584,0.781,0.457,0.068,0.459
"100585377010478_ereg_231",1.053,0.777,0.856,0.711,0.404,0.911,0.345,0,0.345
"100586382010478_ereg_231",0.593,0.477,0.941,0.7,0.658,0.715,0.501,0.37,0.473
"100587041010478_ereg_231",0.788,0.68,0.487,0.409,0.573,0.526,0.352,0.352,0
"100587175010478_ereg_231",1,1.078,0.638,0.278,0.333,0.61,0,0,0
"100587860010478_ereg_231",0.829,0.816,0.429,0.099,0.085,0.325,0.154,0,0.154
"100591422010478_ereg_231",0.843,1.086,1.159,0.438,0.43,0.386,0,0,0
"100591760010478_ereg_231",0.728,0.56,1.001,0.677,0.366,0.504,0.418,0,0.418
"100592705010478_ereg_231",0.333,0.245,0.676,0.463,0.252,0.357,0.303,0,0.303
"100593968010478_ereg_231",0.889,0.804,1.262,0.178,0.175,0.273,0,0,0
"100594198010478_ereg_231",0.766,0.698,1.396,0.889,0.963,0.614,0.499,0,0.499
"100595159010478_ereg_231",0.751,0.586,0.28,0.204,0.376,0.154,0,0,0
